Resumption of the session	Reinício da sessão
The common position offers an acceptable compromise but its rather delicate and precarious nature somewhat restricts the opportunities for improvement, and puts the whole directive at risk.	A posição comum propõe um compromisso aceitável, mas assaz delicado e precário, que deixa margens de melhoria bastante restritas, sob pena de pôr em risco toda a directiva.
I therefore maintain that Parliament cannot force the issue and it would be paradoxical for it to do so in the context of redefining the environmental scope of the instrument.	Defendo, pois, que o Parlamento não pode forçar, e seria paradoxal que o fizesse em matéria de redimensionamento do alcance desta medida em termos de meio ambiente.
I would remind you that car manufacturers have admitted that they can live with the directive; the costs are not excessive: recycling a car costs less than 1% of the price of a new car.	Recordo que os construtores de automóveis admitiram poder conviver com a directiva; os custos não são exorbitantes: reciclar um automóvel custa menos de 1% do preço de um automóvel novo.
Moreover, the manufacturers will not be financially accountable until 2006, when a good number of the existing vehicles will no longer be on the market. As for the remaining vehicles, we could nevertheless provide for some means of sharing costs, as is proposed in Amendments Nos 44 and 45 by Mr Lange, the only ones that seem compatible with the balancing of the common position and with the trials underway in some countries, and we should therefore support them.	Além disso, a responsabilidade financeira dos fabricantes só entrará em vigor em 2006, quando uma boa parte do parque automóvel existente já não estará no mercado; para os veículos restantes, pode prever-se, contudo, uma forma de repartição dos custos, como proposto nas alterações 44 e 45, do senhor deputado Lange, as únicas que me parecem compatíveis com o equilíbrio da posição comum e com as experiências em curso em alguns países, e que devem, por isso, ser apoiadas.
Mr President, this is an extremely bad directive.	Senhor Presidente, estamos perante uma directiva de muito má qualidade.
First of all, as my colleague Mr Bowis has pointed out, it is retrospective and that is wrong in principle.	Em primeiro lugar, e tal como já aqui salientado pelo meu colega, senhor deputado Bowis, é uma directiva com carácter retroactivo, o que em princípio está errado.
Secondly, it dumps huge costs on the European motor industry which would damage competitiveness and damage employment.	Em segundo lugar, a directiva sobrecarrega a indústria automóvel europeia com custos exorbitantes, o que iria prejudicar a competitividade desta última e a situação do emprego na União.
In this Parliament we constantly talk about the need to promote employment and jobs in Europe and yet we constantly pass measures which will have the effect of reducing employment.	Neste Parlamento, defendemos constantemente a necessidade de promover o emprego e a criação de postos de trabalho na Europa, mas a verdade é que, por outro lado, estamos sempre a aprovar medidas que têm como inevitável consequência a redução do emprego.
I suggest to you that the directive is bad in another respect, which has not been examined well enough in this debate.	Sou igualmente de opinião que a directiva em análise é negativa ainda noutro aspecto, que não foi devidamente contemplado neste debate.
It is like so much European legislation.	Aliás, há muitas outras peças da legislação comunitária que pecam pela mesma razão.
It is far too prescriptive.	A directiva é demasiado prescritiva.
It sets in stone one particular model of recycling.	Tende a consagrar um determinado modelo de reciclagem.
The production line was invented about a hundred years ago, I believe, by Henry Ford and what we are proposing to do here is to create a sort of nineteenth century production line in reverse - to dismantle vehicles, to take the pieces apart and seek to recycle them.	A linha de produção foi inventada há cerca de cem anos, se não estou em erro, por Henry Ford. Ora, o que estamos a propor fazer agora é criar uma espécie de linha de produção do século dezanove ao inverso - desmantelando os veículos, separando as peças e procurando reciclá­las.
